"","Application.Number","Current.Application.Status","Program.Administrator","Utility","Low.Income.Program.Type","Program","First.Reservation.Request.Review.Date","First.Confirmed.Reservation.Date","First.Incentive.Claim.Request.Review.Date","First.Completed.Date","Incentive.Amount","Total.System.Cost","Incentive.Design.Description","Nameplate.Rating..KW.","CEC.PTC.Rating..KW.","Design.Factor","Host.Customer.Physical.Address.City","Host.Customer.Physical.Address.County","Host.Customer.Physical.Address.State","Host.Customer.Physical.Address.Zip.Code","Solar.Contractor.Company","Third.Party.Owned"
"1700","05061","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/28/2011","3/21/2012","6/30/2012","7/12/2012",6146.5,12095.23,"$4.75 AC",1.47,1.294,0.9963,"Santa Rosa","Sonoma","CA","95407","","no"
"1701","05062","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/8/2011","2/9/2012","5/22/2012","5/29/2012",12907.39,12907.39,"$6.5 AC",2.34,1.954,0.98889,"Bay Point","Contra Costa","CA","94565","GRID Alternatives","no"
"1702","05063","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/8/2011","2/9/2012","5/30/2012","6/7/2012",36554.86,36554.86,"$6.5 AC",6.468,5.684,0.87545,"Bay Point","Contra Costa","CA","94565","GRID Alternatives","no"
"1703","05065","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/24/2011","1/23/2012","4/19/2012","4/25/2012",30404.4,30404.4,"$7 AC",5.28,4.549,0.99896,"Red Bluff","Tehama","CA","96080","GRID Alternatives","no"
"1704","05066","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/5/2011","3/12/2012","7/27/2012","8/8/2012",16165.04,16165.04,"$7 AC",2.88,2.506,0.93184,"Chico","Butte","CA","95926","GRID Alternatives","no"
"1705","05075","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/25/2011","12/5/2011","2/12/2012","2/22/2012",15484,15484,"$7 AC",2.64,2.212,0.97555,"Redding","Shasta","CA","96003","GRID Alternatives","no"
"1706","05079","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/8/2011","3/13/2012","7/25/2012","8/2/2012",22783.3,22783.3,"$7 AC",4.08,3.532,0.90398,"Chico","Butte","CA","95973","GRID Alternatives","no"
"1707","05094","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/9/2011","3/13/2012","7/25/2012","8/2/2012",16081.19,16081.19,"$7 AC",2.88,2.493,0.98366,"Chico","Butte","CA","95926","GRID Alternatives","no"
"1708","05097","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/1/2011","11/19/2012","1/31/2013","2/25/2013",14139.22,14139.22,"$6.5 AC",2.76,2.38,0.94,"Chico","Butte","CA","95926","","no"
"1709","05112","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/8/2011","3/13/2012","6/30/2012","7/12/2012",8037.37,8037.37,"$7 AC",1.44,1.246,0.86029,"Chico","Butte","CA","95928","GRID Alternatives","no"
"1710","05116","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/6/2011","3/26/2012","4/30/2012","5/22/2012",16926,16926,"$6.5 AC",3,2.604,0.95306,"Desert Hot Springs","Riverside","CA","92240","GRID Alternatives","no"
"1711","05117","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/29/2011","1/23/2012","3/18/2012","4/2/2012",11228.71,11228.71,"$7 AC",1.92,1.68,0.96741,"Red Bluff","Tehama","CA","96080","GRID Alternatives","no"
"1712","05118","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","8/31/2011","1/21/2012","6/30/2012","7/24/2012",6500.78,6500.78,"$5.25 AC",1.52,1.246,0.98343,"Oxnard","Ventura","CA","93030","GRID Alternatives","no"
"1713","05125","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/29/2011","11/7/2011","2/12/2012","2/27/2012",18282.68,18282.68,"$7 AC",3.22,2.777,0.92213,"Watsonville","Santa Cruz","CA","95076","","no"
"1714","05168","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/31/2011","11/21/2011","2/12/2012","3/7/2012",19898.8,19898.8,"$7.00 AC",3.36,2.925,0.96492,"Richmond","Contra Costa","CA","94805","","no"
"1715","05170","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/26/2012","1/10/2013","2/28/2013","3/11/2013",13406.66,13406.66,"$6.5 AC",2.94,2.584,0.9441,"National City","San Diego","CA","91950","","no"
"1716","05171","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","3/21/2012","","7/16/2012","7/26/2012",8255.28,8255.28,"$6 AC",2.94,2.485,0.9501,"Chula Vista","San Diego","CA","91911","","no"
"1717","05177","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","8/31/2011","1/10/2012","3/18/2012","4/3/2012",24110.93,24110.93,"$7 AC",4.18,3.628,0.92116,"Oxnard","Ventura","CA","93033","GRID Alternatives","no"
"1718","05186","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/14/2011","5/9/2012","6/30/2012","7/12/2012",8330,10122.08,"$7.00 AC",1.38,1.19,0.9491,"Richmond","Contra Costa","CA","94805","","no"
"1719","05205","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/22/2011","10/17/2011","12/23/2011","1/11/2012",24572.17,24572.17,"$6.5 AC",5.52,4.735,0.98094,"Chico","Butte","CA","95973","","no"
"1720","05221","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/22/2011","1/23/2012","3/31/2012","4/16/2012",45843.88,45843.88,"$7 AC",7.92,6.859,0.998,"Red Bluff","Tehama","CA","96080","GRID Alternatives","no"
"1721","05223","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/26/2011","1/25/2012","3/18/2012","4/2/2012",28713.41,28713.41,"$7 AC",5.04,4.296,0.998,"Red Bluff","Tehama","CA","96080","GRID Alternatives","no"
"1722","05224","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/24/2011","1/23/2012","3/18/2012","4/2/2012",33365.31,33365.31,"$6.5 AC",6.24,5.376,0.99859,"Red Bluff","Tehama","CA","96080","GRID Alternatives","no"
"1723","05311","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/31/2011","11/22/2011","1/24/2012","2/17/2012",9564,15935.02,"$6.00 AC",1.84,1.594,0.93784,"Richmond","Contra Costa","CA","94804","","no"
"1724","05330","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/20/2011","","12/31/2011","1/13/2012",15104.32,15104.32,"$7 AC",2.53,2.182,0.95363,"San Diego","San Diego","CA","92102","","no"
"1725","05333","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/20/2011","1/23/2012","4/30/2012","5/21/2012",30404.4,30404.4,"$7 AC",5.28,4.549,0.99852,"Redding","Shasta","CA","96003","GRID Alternatives","no"
"1726","05334","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/16/2011","1/11/2012","3/21/2012","3/27/2012",17106.25,18589.3,"$5.75 AC",3,2.975,0.96058,"San Diego","San Diego","CA","92105","","no"
"1727","05340","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/25/2011","3/21/2012","5/30/2012","6/7/2012",20981.01,20981.01,"$7 AC",5.06,4.363,0.8985,"Redding","Shasta","CA","96003","","no"
"1728","05341","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/6/2011","3/13/2012","8/31/2012","9/13/2012",18037.66,18037.66,"$6.5 AC",3.525,3.122,0.9543,"Redding","Shasta","CA","96003","GRID Alternatives","no"
"1729","05342","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/20/2011","1/23/2012","4/30/2012","5/21/2012",19450.69,19450.69,"$6.5 AC",3.6,3.134,0.99418,"Redding","Shasta","CA","96003","GRID Alternatives","no"
"1730","05352","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/22/2011","5/17/2012","7/31/2012","8/14/2012",17509.63,17509.63,"$5.75 AC",3.6,3.109,0.92404,"Red Bluff","Tehama","CA","96080","GRID Alternatives","no"
"1731","05358","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/6/2011","1/4/2012","2/29/2012","3/12/2012",15375.13,15375.13,"$7 AC",3.22,2.762,0.988,"Fresno","Fresno","CA","93725","","no"
"1732","05359","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","7/2/2011","10/19/2011","12/19/2011","1/4/2012",13311.84,13311.84,"$7 AC",2.3,1.983,0.98193,"Lynwood","Los Angeles","CA","90262","","no"
"1733","05361","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","7/2/2011","10/19/2011","12/19/2011","1/4/2012",18469.39,18469.39,"$7 AC",4.14,3.589,0.98197,"Lynwood","Los Angeles","CA","90262","","no"
"1734","05362","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","3/8/2012","8/17/2012","10/31/2012","11/20/2012",16644.93,16644.93,"$6.5 AC",3.12,2.68,0.96901,"Oakland","Alameda","CA","94605","GRID Alternatives","no"
"1735","05364","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","7/2/2011","10/19/2011","12/19/2011","1/11/2012",12889.5,13376.38,"$6.5 AC",2.3,1.983,0.90727,"Lynwood","Los Angeles","CA","90262","","no"
"1736","05408","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/7/2011","3/2/2012","4/25/2012","5/17/2012",17320.2,17320.2,"$6 AC",3.36,2.931,0.9331,"Tulare","Tulare","CA","93274","GRID Alternatives","no"
"1737","05411","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/7/2011","7/11/2012","10/31/2012","11/21/2012",20111,20111,"$7 AC",3.325,2.873,0.99036,"Sanger","Fresno","CA","93657","GRID Alternatives","no"
"1738","05412","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/7/2011","9/21/2011","12/14/2011","12/29/2011",12299,12839.02,"$7 AC",2.07,1.757,0.92719,"Loma Linda","San Bernardino","CA","92354","","no"
"1739","05417","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/11/2011","3/26/2012","9/12/2012","9/21/2012",36953,36953,"$7.00 AC",6.11,5.279,0.98973,"Potrero","San Diego","CA","91963","GRID Alternatives","no"
"1740","05421","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/21/2011","4/27/2012","6/30/2012","7/12/2012",33312.3,33312.3,"$6.5 AC",6.24,5.334,0.93301,"Oakland","Alameda","CA","94619","GRID Alternatives","no"
"1741","05422","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/7/2011","11/3/2011","1/31/2012","2/22/2012",25030.09,25030.09,"$7 AC",4.32,3.781,0.95069,"Murrieta","Riverside","CA","92563","","no"
"1742","05433","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/26/2011","3/27/2012","6/30/2012","7/24/2012",22176,23528.43,"$6 AC",4.2,3.696,0.9701,"Rancho Cucamonga","San Bernardino","CA","91730","","no"
"1743","05436","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/9/2011","12/6/2011","1/24/2012","2/3/2012",9366,11183.98,"$7 AC",1.61,1.338,0.99007,"Fresno","Fresno","CA","93706","","no"
"1744","05437","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/23/2011","1/10/2012","4/30/2012","5/29/2012",18196.53,18196.53,"$6.5 AC",3.42,2.817,0.98859,"Thousand Oaks","Ventura","CA","91360","GRID Alternatives","no"
"1745","05438","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/4/2012","11/2/2012","12/31/2012","1/29/2013",20324.4,20399.21,"$6.5 AC",3.6,3.141,0.92206,"Fresno","Fresno","CA","93726","GRID Alternatives","no"
"1746","05439","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/14/2011","3/5/2012","5/30/2012","6/7/2012",18782.8,18782.8,"$7 AC",3.055,2.706,0.99891,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1747","05440","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","3/6/2012","6/18/2012","8/15/2012","9/13/2012",32940.03,32940.03,"$7 AC",5.76,5.004,0.98023,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1748","05441","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/14/2010","11/9/2011","2/22/2012","3/8/2012",44626.87,44626.87,"$7 AC",7.755,6.834,0.9445,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1749","05442","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/15/2011","12/22/2011","2/29/2012","3/12/2012",19077.12,19077.12,"$7 AC",3.22,2.8,0.9306,"Paso Robles","San Luis Obispo","CA","93446","","no"
"1750","05443","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/11/2010","11/9/2011","2/12/2012","3/7/2012",44626.87,44626.87,"$7 AC",7.755,6.834,0.96554,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1751","05444","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/23/2012","3/5/2012","5/22/2012","5/29/2012",46394.78,46394.78,"$7 AC",7.755,6.684,0.96393,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1752","05445","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","5/6/2013","12/6/2013","2/28/2014","3/20/2014",12901.67,12901.67,"$7 AC",2.45,2.127,0.98075,"Oakland","Alameda","CA","94608","","no"
"1753","05446","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/9/2011","11/9/2011","1/24/2012","2/17/2012",44626.87,44626.87,"$7 AC",7.755,6.834,0.95977,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1754","05447","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/11/2010","11/9/2011","3/18/2012","4/2/2012",47411.07,48020.53,"$7 AC",8.4,7.304,0.9742,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1755","05448","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/9/2011","11/9/2011","1/24/2012","2/17/2012",44626.87,44626.87,"$7 AC",7.755,6.834,0.96554,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1756","05449","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/9/2011","11/9/2011","1/24/2012","2/17/2012",44626.87,44626.87,"$7 AC",7.755,6.834,0.95806,"Lakeport","Lake","CA","95453","GRID Alternatives","no"
"1757","05450","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/5/2011","1/17/2013","6/23/2013","7/3/2013",17656.38,17656.38,"$7 AC",3.92,3.404,0.88326,"Chico","Butte","CA","95973","","no"
"1758","05452","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/23/2011","","3/31/2012","4/27/2012",19821.76,19821.76,"$7 AC",3.45,2.975,0.97918,"Rancho Cucamonga","San Bernardino","CA","91730","","no"
"1759","05456","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/12/2011","1/12/2012","3/31/2012","4/11/2012",15241.53,15241.53,"$7 AC",2.66,2.191,0.975,"Oxnard","Ventura","CA","93030","GRID Alternatives","no"
"1760","05457","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/3/2011","12/1/2011","3/21/2012","4/3/2012",13310.82,13310.82,"$7 AC",2.53,2.125,0.98365,"Santa Paula","Ventura","CA","93060","","no"
"1761","05459","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/19/2011","2/13/2012","4/20/2012","5/16/2012",27492.97,27492.97,"$5.75 AC",6.44,5.553,0.98446,"Cathedral City","Riverside","CA","92234","","no"
"1762","05461","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/3/2011","2/24/2012","5/31/2012","6/8/2012",17293.16,17293.16,"$7 AC",2.88,2.474,0.9706,"Hopland","Mendocino","CA","95449","GRID Alternatives","no"
"1763","05464","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/3/2011","12/1/2011","3/21/2012","4/3/2012",10000,10404.16,"Subsidized 1kW AC",1.38,1.19,0.97648,"Santa Paula","Ventura","CA","93060","","no"
"1764","05465","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/26/2011","2/17/2012","3/21/2012","4/3/2012",10000,10548.86,"Subsidized 1kW AC",1.38,1.19,0.91646,"Thousand Oaks","Ventura","CA","91360","","no"
